,data,freq
1635,bakajaer,1
1636,mba/mas,1
1637,Ih,1
1638,Lol,1
1639,prestasi,1
1640,isi,1
1641,jatoh,1
1642,mo,1
1643,penghargaan,1
1644,am,1
1645,Munafik,1
1646,keleusss,1
1647,wkkwkww,1
1648,La,1
1649,Lbh,1
1650,.wawan,1
1651,zzzzz,1
1652,tmn,1
1653,Dikit,1
1654,Lemes,1
1655,Berani,1
1656,lewat,1
1657,ststus,1
1658,tulisannya,1
1659,sengaja,1
1660,kebaca,1
1661,takut,1
1662,labrak,1
1663,Mmmm,1
1664,jawa,1
1665,timur,1
1666,begok,1
1667,nunjukin,1
1668,karyanya,1
1669,Karya,1
1670,Tolol,1
1671,fansnya,1
1672,nantangin,1
1673,alay,1
1674,jablay,1
1675,yutub,1
1676,Aplikasi,1
1677,Sy,1
1678,taunya,1
1679,seseorg,1
1680,satunya,1
1681,Mreka,1
1682,ntn,1
1683,mreka,1
1684,Sekolah,1
1685,Generasi,1
1686,gangerti,1
1687,vallen,1
1688,apalah,1
1689,disangkut,1
1690,Fansnya,1
1691,sangkut,1
1692,lama-lama,1
1693,gerah,1
1694,bagusan,1
1695,sesudah,1
1696,dioplas,1
1697,kyknya,1
1698,oplasnya,1
1699,Noraaak,1
1700,abiiis,1
1701,Baru,1
1702,kebeli,1
1703,az,1
1704,pamer,1
1705,aplg,1
1706,mainan,1
1707,berlian,1
1708,ciiinnnnn,1
1709,Before,1
1710,after,1
1711,pasca,1
1712,ngefek,1
1713,serem,1
1714,ahahahhaha,1
1715,Salfok,1
1716,Failed,1
1717,Kegaet,1
1718,penjahat,1
1719,philipine,1
1720,perusak,1
1721,liatnya.ckp,1
1722,ngetop,1
1723,lwt,1
1724,nitezerrre,1
1725,ngarep,1
1726,bingung,1
1727,rebutan,1
1728,ngeliput,1
1729,Kayaknya,1
1730,net,1
1731,informasi,1
1732,waras,1
1733,Bukankah,1
1734,cerdas,1
1735,menghindari,1
1736,narkoba,1
1737,bgni,1
1738,gosong,1
1739,abu,1
1740,kebakaran,1
1741,pabrik,1
1742,viral,1
1743,bnr2,1
1744,slain,1
1745,brguna,1
1746,gda,1
1747,cm,1
1748,ngangkang,1
1749,gebet,1
1750,btw,1
1751,nyindir,1
1752,sesebini,1
1753,ehhh,1
1754,at,1
1755,least,1
1756,prewi,1
1757,cuii,1
1758,buktinya,1
1759,bejibun,1
1760,pro,1
1761,bapaknya,1
1762,perem,1
1763,dikata,1
1764,ente,1
1765,cuy,1
1766,makrum,1
1767,ngrebut,1
1768,Eeee,1
1769,pelacur,1
1770,brempuan,1
1771,Becus,1
1772,Edeuuuuuh,1
1773,Biarin,1
1774,puas,1
1775,puasin,1
1776,mumpung,1
1777,deseu,1
1778,brasa,1
1779,Ntar,1
1780,nyaho,1
1781,Karma,1
1782,contohin,1
1783,BECUS,1
1784,Amit,1
1785,Kaya,1
1786,yng,1
1787,sukanya,1
1788,heheh,1
1789,jedun,1
1790,bisanya,1
1791,ngerusak,1
1792,kbhgiaan,1
1793,.mau,1
1794,serba,1
1795,krja,1
1796,morotin,1
1797,psti,1
1798,akn,1
1799,mnghampirimu,1
1800,Idupnya,1
1801,hasil,1
1802,wkwkwkwk,1
1803,dwngerin,1
1804,pngen,1
1805,muntah,1
1806,semuanya,1
1807,kreatip.memalukab,1
1808,begonya,1
1809,apanya,1
1810,liriknya,1
1811,tentang,1
1812,percintaan,1
1813,Gapunya,1
1814,dipermasalahin,1
1815,nadanya,1
1816,anggel,1
1817,pietrs,1
1818,bocah,1
1819,jes,1
1820,terxta,1
1821,ayuting2,1
1822,Hidupmu,1
1823,MURAHAN,1
1824,gateeel,1
1825,jessica,1
1826,dimusuhin,1
1827,deddy,1
1828,corbuzier,1
1829,semenjak,1
1830,diundang,1
1831,belakang,1
1832,panggung,1
1833,memalukan,1
1834,buk,1
1835,ibuk,1
1836,wkwkwkwkwk,1
1837,awas,1
1838,dimasukin,1
1839,Kerdus,1
1840,makanannya,1
1841,TAI,1
1842,gedein,1
1843,pupuk,1
1844,jngan,1
1845,bacot,1
1846,knpa,1
1847,suku,1
1848,LAH,1
1849,ELO,1
1850,PAPAN,1
1851,BLENYEK,1
1852,BELAGU,1
1853,AMAT,1
1854,KGA,1
1855,POPULER,1
1856,SEKALU,1
1857,HAHAHA,1
1858,ANANG,1
1859,MUKA,1
1860,KAYA,1
1861,BABIII,1
1862,GITU,1
1863,DEMENIN,1
1864,JIJIKK,1
1865,separah,1
1866,ngejudge,1
1867,HATI,1
1868,OTAK,1
1869,kekurangan,1
1870,seenak,1
1871,menjudge,1
1872,SEMPURNA,1
1873,dipanggil,1
1874,sndr,1
1875,menzolimi,1
1876,diam2.kacian,1
1877,tw,1
1878,keduanya,1
1879,hadeh,1
1880,manggil,1
1881,bwt,1
1882,bodo,1
1883,Biadab,1
1884,mampusin,1
1885,by,1
1886,lemah,1
1887,cowok2,1
1888,casing,1
1889,doank,1
1890,nyali,1
1891,lebih2,1
1892,perusahan,1
1893,produk,1
1894,mengiklan,1
1895,tambahkan,1
1896,tambah,1
1897,sedap,1
1898,menyudutkan,1
1899,kebodohan,1
1900,gangguan,1
1901,ngemil,1
1902,justiceformicin,1
1903,Wahh,1
1904,jngn2,1
1905,Vidio,1
1906,bngtt,1
1907,seorang,1
1908,ayuu,1
1909,murahaan,1
1910,Editan,1
1911,mommy,1
1912,lambe,1
1913,kehabisan,1
1914,gosib,1
1915,admin,1
1916,termasuk,1
1917,golongan,1
1918,pengonsumsi,1
1919,pil,1
1920,pcc,1
1921,prcya,1
1922,slgkuh,1
1923,rafi.buktinya,1
1924,rafi,1
1925,baek2,1
1926,ktamu,1
1927,SUAMI,1
1928,Siapa,1
1929,woyy,1
1930,pke,1
1931,mkanya,1
1932,hoy,1
1933,barisan,1
1934,jijikk,1
1935,ALHAMDULILLAH,1
1936,manusiaa,1
1937,ituu,1
1938,ditunggu,1
1939,akhiry,1
1940,kobil,1
1941,v,1
1942,KAMU,1
1943,BABANG,1
1944,ANTHONY,1
1945,TERUS,1
1946,KALIAN,1
1947,AWALNYA,1
1948,KETEMU,1
1949,DIMANA,1
1950,SINET,1
1951,BOY,1
1952,ALAH,1
1953,NGAKU,1
1954,AJAAA,1
1955,BERARTI,1
1956,DUMANG,1
1957,SOK2,1
1958,ITU,1
1959,NAMANYA,1
1960,PEMBODOHAN,1
1961,WAJAR,1
1962,DONG,1
1963,NETIZEN,1
1964,KENYATAAN,1
1965,EMANG,1
1966,MARAH,1
1967,RESIKO,1
1968,JADI,1
1969,HAHAHHAA,1
1970,PINTER2,1
1971,MAU,1
1972,CARI,1
1973,ALASAN,1
1974,HAHAHAHAHA,1
1975,Noh,1
1976,urus,1
1977,nempel2,1
1978,gundik,1
1979,begtu,1
1980,ANAK,1
1981,SHOLEHAH,1
1982,TAPI,1
1983,MATA,1
1984,KULIAH,1
1985,CMA,1
1986,DPT,1
1987,TPI,1
1988,HAMIL,1
1989,LUAR,1
1990,gesek,1
1991,grepe,1
1992,please,1
1993,hukuman,1
1994,recut,1
1995,sahabat,1
1996,menjalani,1
1997,sanksi,1
1998,sosialnya,1
1999,mesti,1
2000,musnah,1
2001,sem,1
2002,NAJIS,1
2003,INI,1
2004,BARU,1
2005,MUAKK,1
2006,MENJIJIKAN,1
2007,pelakor2,1
2008,kena,1
2009,meninggalkan,1
2010,bwrjuang,1
2011,nol,1
2012,selingkuh,1
2013,penguasa,1
2014,Sedih,1
2015,ngamen,1
2016,kawinan,1
2017,bhay,1
2018,botakbego,1
2019,heeehh,1
2020,pelakornya,1
2021,yaaaakkk,1
2022,Ngapa,1
2023,emosi,1
2024,Situuu,1
2025,Pantes,1
2026,Ngerebut,1
2027,diem2,1
2028,keceplosan,1
2029,Ngakak,1
2030,gueeee,1
2031,dhajatan,1
2032,wakakak,1
2033,gituu,1
2034,pembelajaran,1
2035,hancuuurr,1
2036,bookk,1
2037,bohong,1
2038,kismin,1
2039,nyungsep,1
2040,ngatur,1
2041,tuha,1
2042,cwenya,1
2043,cwonya,1
2044,Atau,1
2045,macho,1
2046,plus,1
2047,Kayanya,1
2048,jago,1
2049,gombal,1
2050,maennya,1
2051,gesit,1
2052,Ulala,1
2053,ngakakabis,1
2054,Ngapain,1
2055,artinya,1
2056,menghujat,1
2057,berpengaruh,1
2058,prasangka,1
2059,elu.elu,1
2060,titisan,1
2061,dajjal,1
2062,kosong,1
2063,ye,1
2064,Nabi,1
2065,Muhammad,1
2066,ditunjukkin,1
2067,4,1
2068,Mata,1
2069,sepet,1
2070,koment,1
2071,ubul,1
2072,empang,1
2073,minggir,1
2074,woy,1
2075,amis,1
2076,sumpah.soal,1
2077,kah,1
2078,Males,1
2079,jwbnya,1
2080,bunting,1
2081,akuin,1
2082,nongol,1
2083,bilqis,1
2084,cantek,1
2085,ngeposting,1
2086,Najonggg,1
2087,betoll,1
2088,Dah,1
2089,pede,1
2090,jatohnya,1
2091,bebas,1
2092,slingkuh,1
2093,pala,1
2094,bau,1
2095,menyan,1
2096,Gada,1
2097,Kebanyakan,1
2098,Sebenarnye,1
2099,GATEEEEL,1
2100,hahah,1
2101,pantesan,1
2102,tongtong,1
2103,dipertemukan,1
2104,alam,1
2105,klw,1
2106,cerminan,1
2107,nah,1
2108,entong,1
2109,bekaca,1
2110,teryata,1
2111,pertahankan,1
2112,guatelnye,1
2113,hah,1
2114,oalaahhh,1
2115,kucing,1
2116,ikan,1
2117,gratis,1
2118,kga,1
2119,nolak,1
2120,wkwkkwkw,1
2121,Begitulah,1
2122,sis,1
2123,pecun2,1
2124,Enji2,1
2125,downgrade,1
2126,pedangdut,1
2127,ehh,1
2128,pecun,1
2129,seleramu,1
2130,Motorninja,1
2131,mobil,1
2132,lamborgini,1
2133,wae,1
2134,GoBlOk,1
2135,berkali≤,1
2136,kaget,1
2137,usa,1
2138,bls,1
2139,Oh,1
2140,kemaren,1
2141,TIDAK,1
2142,MENGHARGAI,1
2143,KARYA,1
2144,DAN,1
2145,SEENAKNYA,1
2146,JELEK,1
2147,Aduh,1
2148,penganten,1
2149,KEKENYANGAN,1
2150,Ampe,1
2151,kembung,1
2152,perut,1
2153,pepuraLuGU,1
2154,Raffi,1
2155,sehingga,1
2156,peserta,1
2157,kesini,1
2158,penonton,1
2159,bodohin,1
2160,tertuju,1
2161,kasihan,1
2162,penghujad,1
2163,pesbukers,1
2164,ngeluarkn,1
2165,album,1
2166,halan,1
2167,keluar,1
2168,nengri,1
2169,yoo,1
2170,gimmick,1
2171,rating,1
2172,popularitas,1
2173,taruhin,1
2174,oleh,1
2175,diemvang,1
2176,dilapak,1
2177,najiiisss,1
2178,ajaaa,1
2179,hahahahaha,1
2180,teriak,1
2181,buuuuuk,1
2182,IYAK,1
2183,KAA,1
2184,HAHAHAHAH,1
2185,geli,1
2186,gasih,1
2187,JOGETNYA,1
2188,BIKIN,1
2189,NGAKAKKK,1
2190,ANJIRRRR,1
2191,KAMPUNGAN,1
2192,tong,1
2193,ngasih,1
2194,dugem,1
2195,-_-,1
2196,jamin,1
2197,dijaman,1
2198,Selagi,1
2199,ngerugiin,1
2200,yaudah,1
2201,Sewot,1
2202,jahiliyah,1
2203,Lesbi,1
2204,bencana,1
2205,slnya,1
2206,misahin,1
2207,ktakutan,1
2208,bp,1
2209,prnh,1
2210,nuntut,1
2211,memeluk,1
2212,nikmat,1
2213,3,1
2214,begajulan,1
2215,Komen,1
2216,celebgram,1
2217,bedanya,1
2218,selebgra,1
2219,hahahaaaa,1
2220,PAke,1
2221,gerak,1
2222,gerik,1
2223,melambay,1
2224,ngondek,1
2225,nyaman,1
2226,Mana,1
2227,maklumin,1
2228,shaaay,1
2229,Fans,1
2230,gatis,1
2231,bebel,1
2232,realita,1
2233,terima,1
2234,Seperti,1
2235,halnya,1
2236,rapi,1
2237,jadiin,1
2238,PH,1
2239,.bee,1
2240,idih,1
2241,najong,1
2242,tag2,1
2243,Nimbrung,1
2244,mujaer,1
2245,maksud,1
2246,klu,1
2247,MUNAFIK,1
2248,Jedar,1
2249,dibelakang,1
2250,cucoklah,1
2251,DEH,1
2252,JAHAT,1
2253,PENJILAT,1
2254,PEMBOHONG,1
2255,org2,1
2256,jamela,1
2257,ting2,1
2258,ngikuti,1
2259,jejak,1
2260,Wkwkwk,1
2261,brhasil,1
2262,dapetin,1
2263,botak,1
2264,mnceraikan,1
2265,hdp,1
2266,mkin,1
2267,anjlok,1
2268,sring,1
2269,jelong2,1
2270,kluarnegri,1
2271,Hahhahaha,1
2272,sesungguhnya,1
2273,melaknat,1
2274,pezina,1
2275,oranglain,1
2276,hemmmm,1
2277,capekmiskin,1
2278,blik,1
2279,nyonya,1
2280,bantuin,1
2281,jualan,1
2282,cilok,1
2283,untunnya,1
2284,liburan,1
2285,monaco,1
2286,bromo,1
2287,Kepo,1
2288,peak,1
2289,dinikahin,1
2290,Brojol,1
2291,br,1
2292,sirih,1
2293,EMNG,1
2294,LONTEEEEE,1
2295,jamahliur,1
2296,junjungan,1
2297,cba,1
2298,duluan,1
2299,gembar,1
2300,gembor,1
2301,adakah,1
2302,perek,1
2303,tiba,1
2304,brojol,1
2305,siri,1
2306,hamidun,1
2307,sapeak,1
2308,ilegal,1
2309,dibilng,1
2310,FITNA,1
2311,KEJI,1
2312,menolak,1
2313,lupa,1
2314,xixix,1
2315,currr,1
2316,rampas,1
2317,hancur,1
2318,Dani,1
2319,aduha,1
2320,be,1
2321,bela2,1
2322,Guoblok,1
2323,pelihara,1
2324,muljamban,1
2325,account,1
2326,nyinyirnya,1
2327,Sekarang,1
2328,balik,1
2329,Yaela,1
2330,stu,1
2331,bner,1
2332,Gag,1
2333,ngrusak,1
2334,kbhagian,1
2335,klwrga,1
2336,prtahanin,1
2337,Banyak,1
2338,doyan,1
2339,kawinin,1
2340,pengguna,1
2341,bunyi,1
2342,masi,1
2343,Sholat,1
2344,dandanan,1
2345,kerdus+bodoh,1
2346,bilangin,1
2347,kerdungab,1
2348,Besok,1
2349,salmon,1
2350,mampu,1
2351,deliv,1
2352,rumahmu,1
2353,Maaf,1
2354,",spesialis",1
2355,",dan",1
2356,sekolahin,1
2357,resiko,1
2358,upload,1
2359,sesuatu,1
2360,perbincangan,1
2361,public,1
2362,figure,1
2363,Iyaaa,1
2364,pacaran,1
2365,seNORAK,1
2366,eloo,1
2367,risih,1
2368,aplod,1
2369,Perhatiin,1
2370,followers,1
2371,tar,1
2372,kebawa,1
2373,pnyanyi,1
2374,BACOTNYA,1
2375,kmpungan,1
2376,bool,1
2377,Waaaaoooo,1
2378,bahasami,1
2379,menunjukkan,1
2380,kelasmu,1
2381,Heeeehh,1
2382,repot,1
2383,siapahh,1
2384,Elu,1
2385,nampilin,1
2386,hal2,1
2387,nggilanikk,1
2388,mw,1
2389,videoin,1
2390,nambah,1
2391,niy,1
2392,attutude,1
2393,malunya.kl,1
2394,terserah,1
2395,simpan,1
2396,fotonya.gak,1
2397,dibagi,1
2398,kesemua,1
2399,orang.lah,1
2400,kemana,1
2401,resikolah,1
2402,dinyinyiri,1
2403,orang.Insecure,1
2404,kudu,1
2405,pamer2,1
2406,ngerti,1
2407,dipamer2,1
2408,pantatnya,1
2409,Kampung,1
2410,Koq,1
2411,sehhh,1
2412,gara2,1
2413,Katy,1
2414,Perry,1
2415,doangÖ,1
2416,Berita,1
2417,basi,1
2418,jingkrak2,1
2419,saring,1
2420,berita,1
2421,blunder,1
2422,videon,1
2423,arsya,1
2424,arsyi,1
2425,kelewat,1
2426,nelen,1
2427,apasih,1
2428,Apa,1
2429,kesurupan,1
2430,kagum,1
2431,deh.tapi,1
2432,kan.,1
2433,.hermansyah,1
2434,kutuk,1
2435,menimpa,1
2436,menggantikan,1
2437,adik,1
2438,nya.gemezzzzzzz,1
2439,se,1
2440,blow,1
2441,hadehh,1
2442,gunanya,1
2443,whatsapp,1
2444,sms,1
2445,or,1
2446,telp,1
2447,pantat,1
2448,ayam,1
2449,Wajah,1
2450,bulukan,1
2451,kentut,1
2452,perfectoooo,1
2453,Gagal,1
2454,koq,1
2455,dengernya,1
2456,Muljem,1
2457,blepotan,1
2458,idup,1
2459,kata2.bawa2,1
2460,Tuhan.kalau,1
2461,kepepet,1
2462,merusak,1
2463,org.ibarat,1
2464,merobohkan,1
2465,bangunan,1
2466,masjid,1
2467,nya.bayangin,1
2468,seberapa,1
2469,mu.nasi,1
2470,bubur,1
2471,moga,1
2472,dunia.,1
2473,Iyah,1
2474,Tidak,1
2475,Akan,1
2476,merubah,1
2477,Kita,1
2478,Terutama,1
2479,Setan,1
2480,Makanya,1
2481,mikirrrr,1
2482,majikan,1
2483,diembat,1
2484,Gilingan,1
2485,jalang,1
2486,sok2,1
2487,pahlawan,1
2488,kesiangan,1
2489,sekuter,1
2490,selpii,1
2491,dikira,1
2492,mulia,1
2493,dimata,1
2494,sejatinya,1
2495,berwujud,1
2496,",karna",1
2497,menggoda,1
2498,nyesel,1
2499,nimpuk,1
2500,telor,1
2501,ketawa,1
2502,bacanya,1
2503,terwakili,1
2504,buang2,1
2505,wktu,1
2506,mutu,1
2507,dng,1
2508,nyempet2in,1
2509,nuli,1
2510,spt,1
2511,ketularan,1
2512,Editanx,1
2513,paraaaahh,1
2514,laaah,1
2515,nyai,1
2516,ngedit2,1
2517,gn,1
2518,hahaa,1
2519,maluuu,1
2520,lecek,1
2521,bantet,1
2522,Gini,1
2523,ampuuun,1
2524,AN,1
2525,V,1
2526,pesbu,1
2527,r.,1
2528,Kasus,1
2529,bederet,1
2530,skandal,1
2531,bertubi2,1
2532,Gk,1
2533,tembok,1
2534,faedah,1
2535,kardus,1
2536,wey,1
2537,bedain,1
2538,vape,1
2539,shisha,1
2540,rokok,1
2541,ngerokok,1
2542,ulet,1
2543,kluget2,1
2544,hihihi,1
2545,sgitunya,1
2546,Jablay,1
2547,Murahan,1
2548,bangetttt,1
2549,najisss,1
2550,.alycia,1
2551,malulah,1
2552,papan,1
2553,wibawanya,1
2554,seharusnya,1
2555,berkomentar,1
2556,pembuka,1
2557,syurga,1
2558,penghalang,1
2559,api,1
2560,neraka,1
2561,bagi,1
2562,kedua,1
2563,tuanya,1
2564,Lagu,1
2565,barunya,1
2566,nyatanya,1
2567,rasanya,1
2568,get,1
2569,syukur,1
2570,baikan,1
2571,awet,1
2572,ketawa2,1
2573,iyalah,1
2574,disakiti,1
2575,berlarut2,1
2576,depresi,1
2577,serahin,1
2578,mski,1
2579,lagian,1
2580,senyum2,1
2581,senyumannya,1
2582,menetralisir,1
2583,kondisi,1
2584,terpuruk,1
2585,diimbangi,1
2586,raffi,1
2587,sakinnah,1
2588,warrahmah,1
2589,pihak2,1
2590,ingin,1
2591,Jodoh,1
2592,maut,1
2593,Amiin,1
2594,Jemima,1
2595,angkat,1
2596,eleeya,1
2597,dirly,1
2598,jemima,1
2599,panti,1
2600,asuhan,1
2601,rawat,1
2602,stefen,1
2603,menghabiskn,1
2604,wkwk.umurnya,1
2605,baby,1
2606,face,1
2607,Bersyukur.bonus,1
2608,celinenya,1
2609,mantannya,1
2610,begimane,1
2611,Dibawah,1
2612,ude,1
2613,pacran,1
2614,mcam,1
2615,Hiks,1
2616,Selepas,1
2617,susah,1
2618,mengambil,1
2619,keputusan,1
2620,Tipical,1
2621,tnggung,1
2622,jwabnya,1
2623,keenan,1
2624,berbahagia,1
2625,ngedapetin,1
2626,ngemong,1
2627,mature,1
2628,cukup,1
2629,banding,1
2630,mikirin,1
2631,Jd,1
2632,sepasang,1
2633,move,1
2634,on,1
2635,congratz,1
2636,sakinah,1
2637,mawadah,1
2638,meskipun,1
2639,syudah,1
2640,membuatnya,1
2641,simple,1
2642,mempesona,1
2643,klepek2,1
2644,ilmu,1
2645,kapanpun,1
2646,dimanapun,1
2647,berpendidikan,1
2648,Sukak,1
2649,kmauan,1
2650,blajarnya,1
2651,layak,1
2652,negri,1
2653,baktinya,1
2654,wilayah,1
2655,batman,1
2656,VA,1
2657,support,1
2658,pliis,1
2659,.salam,1
2660,seneng,1
2661,Sbagai,1
2662,saling,1
2663,ingetin.y,1
2664,sbagai,1
2665,hrs,1
2666,digedein,1
2667,cabut,1
2668,nnt,1
2669,sel,1
2670,kesederhanaannya,1
2671,Seorang,1
2672,embel,1
2673,gelar,1
2674,Proud,1
2675,God,1
2676,Amazing,1
2677,Miss,1
2678,National,1
2679,Costume,1
2680,budaya,1
2681,Ikut,1
2682,pastinya,1
2683,PROUD,1
2684,OF,1
2685,YOU,1
2686,KAK,1
2687,DEA,1
2688,Sangat,1
2689,patut,1
2690,dibanggakan,1
2691,pidatox,1
2692,pembawaanx,1
2693,bgtu,1
2694,elegan,1
2695,brwibawah,1
2696,pntas,1
2697,mmg,1
2698,mdptkan.salut,1
2699,semangat,1
2700,.m,1
2701,Nikmir,1
2702,muna,1
2703,image,1
2704,dpan,1
2705,teraniaya,1
2706,air,1
2707,Nikita,1
2708,real,1
2709,sygnya,1
2710,msyarakat,1
2711,cendrung,1
2712,superfisial,1
2713,bedak,1
2714,tebel,1
2715,bak,1
2716,tante2,1
2717,dampe,1
2718,h,1
2719,classy,1
2720,Lcb,1
2721,beuntung,1
2722,neng,1
2723,Sakina,1
2724,berseragam,1
2725,memiliki,1
2726,elok,1
2727,mahluk,1
2728,keluarga.ini,1
2729,banget.semoga,1
2730,SAMAWA,1
2731,Smoga,1
2732,Agus,1
2733,datang.salah,1
2734,Dear,1
2735,Bpk,1
2736,cra,1
2737,berpakain,1
2738,kepribadian,1
2739,sngt,1
2740,tetap,1
2741,mengagumi,1
2742,-,1
2743,Sukses,1
2744,senantiasa,1
2745,naungan,1
2746,panjang,1
2747,nek,1
2748,MashaAllahhh,1
2749,Terimakasih,1
2750,serta,1
2751,seluruh,1
2752,memilih,1
2753,Darmawangsa,1
2754,tempat,1
2755,Besar,1
2756,selaku,1
2757,bagian,1
2758,staff,1
2759,darmawangsa,1
2760,terkesan,1
2761,kedatangan,1
2762,rabbi,1
2763,Salam,1
2764,Dirgantara,1
2765,mendukung,1
2766,menyebarkan,1
2767,awareness,1
2768,terkait,1
2769,momen,1
2770,titik,1
2771,kebangkitan,1
2772,industri,1
2773,terbang,1
2774,kembali,1
2775,berjaya,1
2776,Bersama,1
2777,Eyang,1
2778,yuk,1
2779,satukan,1
2780,langkah,1
2781,terbangkan,1
2782,Caranya,1
2783,Langsung,1
2784,klik,1
2785,link,1
2786,bio,1
2787,habibie,1
2788,ambisinya,1
2789,kuat,1
2790,Kereeeennnnn,1
2791,penurus2,1
2792,Memiliki,1
2793,Cucu2,1
2794,merupakan,1
2795,kebahagian,1
2796,ternilai,1
2797,sbg,1
2798,penerus,1
2799,Wahhh,1
2800,Kerenn,1
2801,tempatnya,1
2802,Kapan,1
2803,kapan,1
2804,Bernostalgia,1
2805,bersmaa,1
2806,ganteng-ganteng,1
2807,Sekeluarga,1
2808,Barakallah,1
2809,sholeha,1
2810,kebanggaan,1
2811,kelg,1
2812,gembira,1
2813,ngangeni,1
2814,kadang,1
2815,keceriaan,1
2816,tengah,1
2817,pinternya,1
2818,ketulungan,1
2819,SBY,1
2820,Kontribusinya,1
2821,Luar,1
2822,kepada,1
2823,selama,1
2824,10,1
2825,Setiap,1
2826,membaca,1
2827,captionnya,1
2828,secara,1
2829,bahasa,1
2830,Inggris,1
2831,Secara,1
2832,personal,1
2833,mengenal,1
2834,Anie,1
2835,betapa,1
2836,bangganya,1
2837,Cucumu,1
2838,mandiri,1
2839,unggul,1
2840,Cinta,1
2841,Kasih,1
2842,engkau,1
2843,tebarkan,1
2844,Assalamualaikum,1
2845,banda,1
2846,Aceh,1
2847,membanggakan,1
2848,bila,1
2849,sikap,1
2850,bijaksana,1
2851,agus,1
2852,terlebih,1
2853,mencalonkan,1
2854,hangat,1
2855,perkenalan,1
2856,Darmanto,1
2857,Rapi,1
2858,photo,1
2859,studio,1
2860,senang,1
2861,sby,1
2862,menikmati,1
2863,brsama,1
2864,kisss,1
2865,mebangun,1
2866,jokowi,1
2867,itulohhh,1
2868,bangetsss,1
2869,Top,1
2870,gimick,1
2871,idupnya,1
2872,Tajir,1
2873,Sederhana,1
2874,sptnya,1
2875,siyok,1
2876,kejamnya,1
2877,per,1
2878,mudah2an,1
2879,Selalu,1
2880,gimmick2an,1
2881,blak2an,1
2882,pura2,1
2883,ajaran,1
2884,memberi,1
2885,senyum,1
2886,kepalsuan,1
2887,onoh,1
2888,noh,1
2889,lebar,1
2890,gorong2,1
2891,ngibul,1
2892,munfik,1
2893,wartawan,1
2894,jawabnya,1
2895,omongan,1
2896,balance,1
2897,head,1
2898,......,1
2899,Cuekin,1
2900,Pastilah,1
2901,bin,1
2902,anggep,1
2903,kuman,1
2904,dibikin,1
2905,kesenengan,1
2906,bahan,1
2907,ngetawain,1
2908,Betul,1
2909,Gagah,1
2910,borisq,1
2911,bc,1
2912,nmx,1
2913,bner2,1
2914,boris,1
2915,Weewww,1
2916,ak,1
2917,adat,1
2918,Syip,1
2919,pengantinya,1
2920,weding,1
2921,MasyaAllah,1
2922,Gileee,1
2923,suaraaanyaa,1
2924,kereen,1
2925,Kereeeeeeeeeeeeeeennn,1
2926,merinding,1
2927,brrrrr,1
2928,Yatuhan,1
2929,suaranyaaaaaaa,1
2930,bangetttttttt,1
2931,audisi,1
2932,bakatnya,1
2933,tersalurkan,1
2934,tampang,1
2935,Mendingan,1
2936,masnya,1
2937,Dgrin,1
2938,kuduk,1
2939,bgusnya,1
2940,apik,1
2941,Subhanallah,1
2942,tergetar,1
2943,Bagusss,1
2944,sekolahan,1
2945,usia,1
2946,Kerennnn,1
2947,polos,1
2948,gek,1
2949,selebgram,1
2950,kaya2,1
2951,Novilda,1
2952,kehilangan,1
2953,arah,1
2954,Tetaplah,1
2955,tumbuh,1
2956,asahlah,1
2957,both,1
2958,iniii,1
2959,pingin,1
2960,rambut,1
2961,alus2in,1
2962,Muka,1
2963,dl,1
2964,dikamera,1
2965,Kl,1
2966,lelahnya,1
2967,pulang,1
2968,Di,1
2969,ulang,1
2970,berkali,1
2971,sampet,1
2972,kidz,1
2973,niw,1
2974,sewajar,1
2975,aduhh,1
2976,kerennnn,1
2977,nge,1
2978,jazz2,1
2979,gimanaa,1
2980,ntr,1
2981,mengikuti,1
2982,skill,1
2983,nomer,1
2984,batu,1
2985,didengernya,1
2986,bosen,1
2987,puter,1
2988,ulang2,1
2989,lipsing2,1
2990,gajelas,1
2991,waduuhhh,1
2992,bangeeet,1
2993,dedek2,1
2994,emeesh,1
2995,bingits,1
2996,seandaix,1
2997,sprt,1
2998,kreativ,1
2999,dripda,1
3000,mesum,1
3001,ngelem,1
3002,dll,1
3003,berbau,1
3004,negativ,1
3005,Bagussss,1
3006,permak,1
3007,Kereeeeennnn,1
3008,nyanyinya,1
3009,Polossss,1
3010,kayaknya,1
3011,jossss,1
3012,Yesssssss,1
3013,diksh,1
3014,jempolllll,1
3015,Wajah2,1
3016,skul,1
3017,yaakk,1
3018,mase,1
3019,palg,1
3020,bando,1
3021,mantap,1
3022,dasarnya,1
3023,tinggal,1
3024,poles,1
3025,bersinar,1
3026,Pembagian,1
3027,pecah,1
3028,suaranya.tinggal,1
3029,tmbh,1
3030,cantik.viralkann,1
3031,Kereeeennnnnn,1
3032,suaranyaaahh,1
3033,okkeehh,1
3034,ketjeeehh,1
3035,badaaiik,1
3036,ughllaaaallaa,1
3037,Yes,1
3038,kirain,1
3039,lypsinc,1
3040,habisnya,1
3041,dua2nya,1
3042,bareng,1
3043,kereennn,1
3044,cemerlang,1
3045,kids,1
3046,mrinding,1
3047,poll,1
3048,kepolosannya,1
3049,jng,1
3050,smpek,1
3051,aw2,1
3052,dkk,1
3053,sumpaah,1
3054,kebangetan,1
3055,bagusnya,1
3056,lakikny,1
